movie_title,opening_gross,screens
Say It Isn't So ,2861903.0,1974.0
Scary Movie 2 ,20503356.0,3220.0
Scary Movie 3 ,48113770.0,3505.0
Scary Movie 4 ,40222875.0,3602.0
School for Scoundrels ,8602333.0,3004.0
School of Rock ,19622714.0,2614.0
Scooby-Doo 2: Monsters Unleashed ,29438331.0,3312.0
Scooby-Doo ,54155312.0,3447.0
Scott Pilgrim vs. the World ,10609795.0,2818.0
Scream 2 ,32926342.0,2.0
Scream 3 ,34713342.0,3467.0
Scream 4 ,18692090.0,3305.0
Scream ,6354586.0,1413.0
Screwed ,3342085.0,1759.0
Seabiscuit ,20854735.0,1987.0
Secondhand Lions ,12139832.0,3013.0
Secret in Their Eyes ,6652996.0,2392.0
Secret Window ,18237568.0,3018.0
Secretariat ,12694770.0,3072.0
See Spot Run ,9715102.0,2656.0
Seed of Chucky ,8774520.0,2059.0
Selena ,11615722.0,1850.0
Selma ,11307394.0,2179.0
Semi-Pro ,15075114.0,3121.0
September Dawn ,635000.0,857.0
Serendipity ,13309241.0,2601.0
Serenity ,10086680.0,2188.0
Serving Sara ,5758236.0,2154.0
Seven Pounds ,14851136.0,2758.0
Seven Psychopaths ,4174915.0,1480.0
Seven Years in Tibet ,10066508.0,2103.0
Seventh Son ,7217640.0,2875.0
Sex Tape ,14608152.0,3062.0
Sgt. Bilko ,8110080.0,
Shadow Conspiracy ,1370831.0,837.0
Shaft ,21714757.0,2337.0
Shakespeare in Love ,4224426.0,632.0
Shall We Dance ,11783467.0,1772.0
Shallow Hal ,22518295.0,2770.0
Shanghai Knights ,19603630.0,2753.0
Shanghai Noon ,19647065.0,2711.0
Shark Night 3D ,8404260.0,2806.0
Shark Tale ,47604606.0,4016.0
She's Out of My League ,9775278.0,2956.0
She's the Man ,10730372.0,2623.0
Sherlock Holmes: A Game of Shadows ,39637079.0,3703.0
Sherlock Holmes ,62304277.0,3626.0
Shooter ,14523571.0,2806.0
Shorts ,6410339.0,3.0
Shrek 2 ,108037878.0,4163.0
Shrek Forever After ,70838207.0,4359.0
Shrek the Third ,121629270.0,4122.0
Shrek ,42347760.0,3587.0
Shutter Island ,41062440.0,2991.0
Sicario ,12148041.0,2620.0
Sideways ,207042.0,4.0
Signs ,60117080.0,3264.0
Silent Hill: Revelation 3D ,8023036.0,2933.0
Silent Hill ,20152598.0,2926.0
Silent Trigger ,,
Silver Linings Playbook ,443003.0,16.0
Simon Birch ,3321370.0,596.0
Sin City: A Dame to Kill For ,6317683.0,2894.0
Sinbad: Legend of the Seven Seas ,6874477.0,3086.0
Six Days Seven Nights ,16485276.0,2550.0
Sky Captain and the World of Tomorrow ,15580278.0,3170.0
Sky High ,14631784.0,2905.0
Skyfall ,88364714.0,3505.0
Slackers ,2785283.0,1893.0
Sleepers ,12305745.0,1915.0
Slither ,3880270.0,
Slow Burn ,778123.0,
Slumdog Millionaire ,360018.0,10.0
Small Soldiers ,14047592.0,2539.0
Small Time Crooks ,3880723.0,865.0
Smilla's Sense of Snow ,107108.0,8.0
Smokin' Aces ,14638755.0,2218.0
Snake Eyes ,16310373.0,2713.0
Snow Day ,14331819.0,2664.0
Snow Dogs ,23708174.0,2302.0
Snow Falling on Cedars ,32135.0,3.0
Snow White and the Huntsman ,56217700.0,3773.0
Snowpiercer ,171187.0,8.0
Soldier ,6447237.0,2507.0
Solitary Man ,94936.0,4.0
Someone Like You... ,10010600.0,2345.0
Something Borrowed ,13945368.0,2904.0
Something's Gotta Give ,16064723.0,2677.0
Son of God ,26500000.0,3260.0
Son of the Mask ,7511675.0,2966.0
Sorority Boys ,4127903.0,1801.0
Sorority Row ,5059802.0,2665.0
Soul Men ,5401605.0,2044.0
Soul Plane ,7008711.0,1566.0
Soul Surfer ,10601862.0,2214.0
Soul Survivors ,1140698.0,601.0
Source Code ,14812094.0,2961.0
South Park: Bigger Longer & Uncut ,23076186.0,2128.0
Southland Tales ,123428.0,63.0
Southpaw ,16701294.0,2772.0
Space Chimps ,7181374.0,2511.0
Space Cowboys ,18093776.0,2805.0
Space Jam ,27528529.0,2650.0
Spanglish ,8817853.0,2438.0
Spawn ,21210131.0,2536.0
Spectre ,70403148.0,3929.0
Speed 2: Cruise Control ,16158942.0,2615.0
Speed Racer ,18561337.0,3606.0
Sphere ,18586765.0,2814.0
Spider-Man 2 ,115817364.0,4152.0
Spider-Man 3 ,151116516.0,4252.0
Spider-Man ,114844116.0,3615.0
Spirit: Stallion of the Cimarron ,23213736.0,3317.0
Splice ,7385277.0,2450.0
Spotlight ,295009.0,5.0
Spy Game ,21689125.0,2770.0
Spy Hard ,98176.0,
Spy Kids 2: Island of Lost Dreams ,16711716.0,3307.0
Spy Kids 3-D: Game Over ,33417739.0,3344.0
Spy Kids: All the Time in the World in 4D ,11644672.0,3295.0
Spy Kids ,1576897.0,1676.0
St. Trinian's ,,
St. Vincent ,109878.0,4.0
Star Trek Beyond ,59253211.0,3928.0
Star Trek Into Darkness ,70165559.0,3868.0
Star Trek: First Contact ,30716131.0,2812.0
Star Trek: Insurrection ,22052836.0,2620.0
Star Trek: Nemesis ,18513305.0,2711.0
Star Trek ,75204289.0,3849.0
Star Wars: Episode I - The Phantom Menace ,22469932.0,2655.0
Star Wars: Episode II - Attack of the Clones ,80027814.0,3161.0
Star Wars: Episode III - Revenge of the Sith ,108435841.0,3661.0
Stardust ,9169779.0,2540.0
Starship Troopers ,22058773.0,2971.0
Starsky & Hutch ,28103367.0,3185.0
State of Play ,14071280.0,2803.0
Stealing Harvard ,6041521.0,2366.0
Stealth ,13251545.0,3495.0
Steamboy ,136148.0,39.0
Steel ,870068.0,1260.0
Step Brothers ,30940732.0,3094.0
Step Up 2: The Streets ,22125429.0,2470.0
Step Up 3D ,15812311.0,2435.0
Step Up Revolution ,11731708.0,2567.0
Step Up ,20659573.0,2.0
Stepmom ,19142440.0,2358.0
Stick It ,10803610.0,2038.0
Stigmata ,18309666.0,2899.0
Stir of Echoes ,5811664.0,1888.0
Stoker ,160547.0,7.0
Stolen ,183125.0,141.0
Stomp the Yard ,25876318.0,2051.0
Stone ,75766.0,6.0
Stop-Loss ,4555117.0,1291.0
Straight Outta Compton ,56100000.0,2757.0
Strange Wilderness ,3001719.0,1208.0
Stranger Than Fiction ,13411093.0,2264.0
Straw Dogs ,5123760.0,2408.0
Street Fighter: The Legend of Chun-Li ,4721110.0,1136.0
Street Kings ,12469631.0,2467.0
Striptease ,12300000.0,1970.0
Stuart Little 2 ,15115152.0,3255.0
Stuart Little ,15018223.0,2878.0
Stuck on You ,9411055.0,3003.0
Sucker Punch ,19058199.0,3033.0
Suicide Squad ,,
Summer Catch ,7018593.0,2335.0
Summer of Sam ,7991450.0,1536.0
Sunshine ,242964.0,10.0
Super 8 ,35451168.0,3379.0
Superbabies: Baby Geniuses 2 ,3251856.0,1276.0
Superbad ,33052411.0,2948.0
Supercross ,1330520.0,1621.0
Superhero Movie ,9510297.0,2960.0
Superman Returns ,52535096.0,4065.0
Supernova ,6731940.0,2280.0
Superstar ,8912743.0,1943.0
Surf's Up ,17640249.0,3528.0
Suspect Zero ,3446375.0,1500.0
Sweet Home Alabama ,35648740.0,3293.0
Sweet November ,11015226.0,2268.0
Swing Vote ,6230669.0,2213.0
Switchback ,2704568.0,1128.0
Swordfish ,18145632.0,2678.0
Sydney White ,5196380.0,2104.0
"Synecdoche, New York ",172194.0,9.0
Tae Guk Gi: The Brotherhood of War ,363439.0,29.0
Take Me Home Tonight ,3464679.0,2003.0
Take the Lead ,12051277.0,3009.0
Taken 2 ,49514769.0,3661.0
Taken 3 ,39201657.0,3594.0
Takers ,20512304.0,2206.0
Taking Woodstock ,3457760.0,1393.0
Talladega Nights: The Ballad of Ricky Bobby ,47042215.0,3803.0
Tammy ,21577049.0,3465.0
Tangled ,48767052.0,3603.0
Tea with Mussolini ,1633183.0,270.0
Team America: World Police ,12120358.0,2539.0
Tears of the Sun ,17057213.0,2973.0
Ted 2 ,33507870.0,3442.0
Ted ,54415205.0,3239.0
Teenage Mutant Ninja Turtles: Out of the Shadows ,165685.0,33.0
Terminator 3: Rise of the Machines ,44041440.0,3504.0
Terminator Genisys ,27018486.0,3758.0
Terminator Salvation ,42558390.0,3530.0
Texas Chainsaw 3D ,21744470.0,2654.0
Texas Rangers ,319516.0,402.0
That's My Boy ,13453714.0,3030.0
The 13th Warrior ,10267756.0,2306.0
The 33 ,5787266.0,2452.0
The 40-Year-Old Virgin ,21422815.0,2845.0
The 5th Wave ,10326356.0,2908.0
The 6th Day ,13020883.0,2516.0
The Adjustment Bureau ,21157730.0,2840.0
The Adventures of Elmo in Grouchland ,3255033.0,1210.0
The Adventures of Pinocchio ,3832000.0,1779.0
The Adventures of Pluto Nash ,2182900.0,2320.0
The Adventures of Rocky & Bullwinkle ,6814270.0,2460.0
The Adventures of Sharkboy and Lavagirl 3-D ,12582088.0,2655.0
The Adventures of Tintin ,9720993.0,
The Age of Adaline ,13203458.0,2991.0
The Amazing Spider-Man 2 ,91608337.0,4324.0
The Amazing Spider-Man ,62004688.0,4318.0
The American ,16662333.0,2823.0
The Amityville Horror ,23507007.0,3323.0
The Angry Birds Movie ,38155177.0,3932.0
The Animal ,19610520.0,2788.0
The Ant Bully ,8432465.0,3050.0
The Apparition ,2955000.0,810.0
The Art of War ,10410993.0,2630.0
The Artist ,204878.0,4.0
The Assassination of Jesse James by the Coward Robert Ford ,147812.0,5.0
The Astronaut Farmer ,4454319.0,2155.0
The Astronaut's Wife ,4027003.0,2209.0
The Aviator ,858021.0,40.0
The Baader Meinhof Complex ,17348.0,2.0
The Back-up Plan ,12201710.0,3280.0
The Bank Job ,5935256.0,1603.0
The Beach ,15277921.0,2547.0
The Beaver ,107577.0,22.0
The Benchwarmers ,19656429.0,3274.0
The Best Man Holiday ,30593000.0,2024.0
The Best of Me ,10003827.0,2936.0
The BFG ,19584969.0,3357.0
The Big Bounce ,3336374.0,2304.0
The Big Hit ,10809424.0,2149.0
The Big Lebowski ,5533844.0,1207.0
The Big Short ,10531026.0,1585.0
The Big Wedding ,7591663.0,2633.0
The Big Year ,3251884.0,2150.0
The Black Dahlia ,10005895.0,2226.0
The Blind Side ,34119372.0,
The Blue Butterfly ,,
The Bone Collector ,16712020.0,2587.0
The Book of Eli ,38437553.0,3111.0
The Book of Life ,17005218.0,3071.0
The Book Thief ,4864861.0,1234.0
The Borrowers ,6075079.0,1535.0
The Boss ,23586645.0,3480.0
The Bounty Hunter ,20686423.0,3074.0
The Bourne Identity ,27118640.0,2638.0
The Bourne Legacy ,38142825.0,3745.0
The Bourne Supremacy ,52521865.0,3165.0
The Bourne Ultimatum ,69283690.0,3660.0
The Box ,7571417.0,2635.0
The Boy in the Striped Pajamas ,253085.0,17.0
The Break-Up ,39172785.0,3070.0
The Bridge of San Luis Rey ,12665.0,5.0
The Brothers Bloom ,90400.0,4.0
The Brothers Grimm ,15092079.0,3087.0
The Bucket List ,582534.0,16.0
The Cabin in the Woods ,14743614.0,2811.0
The Cable Guy ,19806226.0,2657.0
The Call ,17118745.0,2507.0
The Cat in the Hat ,38329160.0,3464.0
The Caveman's Valentine ,112041.0,16.0
The Cave ,6147294.0,2195.0
The Cell ,17515050.0,2411.0
The Change-Up ,13531115.0,2913.0
The Children of Huang Shi ,55760.0,7.0
The Chronicles of Narnia: Prince Caspian ,55034805.0,3929.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",65556312.0,
The Chronicles of Narnia: The Voyage of the Dawn Treader ,24005069.0,3555.0
The Chronicles of Riddick ,24289165.0,2757.0
The Claim ,94082.0,23.0
The Cold Light of Day ,1831588.0,1511.0
The Conjuring ,41855326.0,2903.0
The Conspirator ,3509048.0,707.0
The Constant Gardener ,10961311.0,1346.0
The Cookout ,6219794.0,1303.0
The Core ,12053131.0,3017.0
The Counselor ,7842930.0,3044.0
The Count of Monte Cristo ,11376150.0,2007.0
The Country Bears ,5309675.0,2553.0
The Covenant ,8852485.0,2681.0
The Craft ,210549.0,
The Crazies ,16067552.0,2.0
The Crew ,4051921.0,1510.0
The Crocodile Hunter: Collision Course ,9537123.0,2525.0
The Croods ,43639736.0,4046.0
The Curious Case of Benjamin Button ,26853816.0,2988.0
The Curse of the Jade Scorpion ,2459315.0,903.0
The Curse of the Were-Rabbit ,16025987.0,3645.0
The Da Vinci Code ,77073388.0,3735.0
The Dangerous Lives of Altar Boys ,55000.0,9.0
The Dark Knight Rises ,160887295.0,4404.0
The Dark Knight ,158411483.0,4366.0
The Darkest Hour ,3000000.0,2324.0
The Day After Tomorrow ,85807341.0,3425.0
The Debt ,9949109.0,1826.0
The Deep End of the Ocean ,5558400.0,1907.0
The Departed ,26887467.0,3017.0
The Descendants ,1190096.0,29.0
The Devil Wears Prada ,27537244.0,2847.0
The Devil's Advocate ,12170536.0,2161.0
The Devil's Double ,96414.0,5.0
The Devil's Own ,18063265.0,2504.0
The Dictator ,17435092.0,3008.0
The Dilemma ,17816230.0,2940.0
The Duchess ,190426.0,7.0
The Dukes of Hazzard ,30675314.0,3785.0
The Edge ,7733445.0,2351.0
The Emperor's Club ,3846780.0,809.0
The Emperor's New Groove ,9812302.0,2801.0
The End of the Affair ,198535.0,7.0
The English Patient ,278439.0,10.0
The Equalizer ,34137828.0,3236.0
The Exorcism of Emily Rose ,30054300.0,2981.0
The Expendables 2 ,28591370.0,3316.0
The Expendables 3 ,15879645.0,3221.0
The Expendables ,34825135.0,3270.0
The Express ,4562675.0,2808.0
The Eye ,12425776.0,2436.0
The Faculty ,11633495.0,2365.0
The Family Stone ,12521027.0,
The Fan ,6271406.0,2016.0
The Fast and the Furious: Tokyo Drift ,23973840.0,3027.0
The Fault in Our Stars ,48002523.0,3173.0
The Fifth Element ,17031345.0,2500.0
The Fifth Estate ,1714000.0,1769.0
The Fighter ,12135468.0,2503.0
The Final Destination ,27408309.0,3121.0
The Finest Hours ,10288932.0,3143.0
The First Wives Club ,18913411.0,1922.0
The Five-Year Engagement ,10610060.0,2936.0
The Flintstones in Viva Rock Vegas ,10518435.0,3040.0
The Forbidden Kingdom ,21401121.0,3151.0
The Fountain ,3768702.0,1472.0
The Four Feathers ,6857879.0,1912.0
The Funeral ,41768.0,2.0
The Game of Their Lives ,175336.0,64.0
The Game Plan ,22950971.0,3103.0
The Game ,14337029.0,2403.0
The General's Daughter ,22332053.0,2856.0
The Ghost and the Darkness ,9215063.0,2142.0
The Ghost Writer ,183009.0,4.0
The Girl Next Door ,6003806.0,2148.0
The Girl with the Dragon Tattoo ,12750000.0,2914.0
The Giver ,12305016.0,3003.0
The Glass House ,5738448.0,1591.0
The Glimmer Man ,7605504.0,2236.0
The Good Dinosaur ,39155217.0,3749.0
The Good German ,76817.0,5.0
The Good Night ,12377.0,2.0
The Good Thief ,131580.0,9.0
The Grand Budapest Hotel ,811166.0,4.0
The Great Debaters ,9184022.0,1171.0
The Great Raid ,3376009.0,819.0
The Greatest Game Ever Played ,3657322.0,1014.0
The Green Hornet ,33526876.0,3584.0
The Green Mile ,18017152.0,2875.0
The Grey ,19665101.0,3185.0
The Grudge 2 ,20825300.0,3211.0
The Guilt Trip ,5390000.0,2431.0
The Gunman ,5028702.0,2816.0
The Guru ,613485.0,62.0
The Hangover Part II ,85946294.0,3615.0
The Happening ,30517109.0,2986.0
The Hateful Eight ,16240000.0,
The Haunted Mansion ,24278410.0,3122.0
The Heat ,39115043.0,3181.0
The Hills Have Eyes II ,9686362.0,2.0
The Hills Have Eyes ,15708512.0,2620.0
The Hitchhiker's Guide to the Galaxy ,21103203.0,3133.0
The Hoax ,1449320.0,235.0
The Hobbit: An Unexpected Journey ,84617303.0,4045.0
The Hobbit: The Battle of the Five Armies ,54724334.0,3875.0
The Hobbit: The Desolation of Smaug ,73645197.0,3903.0
The Holiday ,12778913.0,
The Homesman ,139311.0,35.0
The Horse Whisperer ,13685488.0,2039.0
The Host ,314488.0,
The Hours ,338622.0,11.0
The House Bunny ,14533702.0,2714.0
The Hunchback of Notre Dame ,4293000.0,
The Hundred-Foot Journey ,11123000.0,2023.0
The Hunger Games: Catching Fire ,161125000.0,4163.0
The Hunger Games: Mockingjay - Part 1 ,121897634.0,4151.0
The Hunger Games: Mockingjay - Part 2 ,102665981.0,4175.0
The Hunger Games ,152535747.0,4137.0
The Hunted ,13482638.0,2516.0
The Hunting Party ,39609.0,4.0
The Huntsman: Winter's War ,19445035.0,3791.0
The Hunt ,43045.0,4.0
The Hurricane ,337000.0,11.0
The Hurt Locker ,145352.0,4.0
The Ice Storm ,75183.0,3.0
The Ides of March ,10470143.0,2199.0
The Imaginarium of Doctor Parnassus ,1762637.0,607.0
The Imitation Game ,7932292.0,747.0
The Immigrant ,44064.0,3.0
The Importance of Being Earnest ,500447.0,38.0
The Impossible ,143818.0,15.0
The In Crowd ,1505551.0,1357.0
The Incredible Burt Wonderstone ,10177257.0,3160.0
The Incredible Hulk ,55414050.0,3505.0
The Incredibles ,70467623.0,3933.0
The Infiltrator ,5303775.0,1601.0
The Informant! ,10464314.0,2505.0
The Informers ,300000.0,482.0
The Insider ,6712361.0,1809.0
The International ,10702613.0,2364.0
The Internship ,17325307.0,3366.0
The Intern ,17728313.0,3305.0
The Interpreter ,22822455.0,2758.0
The Interview ,1085515.0,581.0
The Invasion ,5951409.0,2776.0
The Invention of Lying ,7027472.0,1707.0
The Iron Lady ,220409.0,4.0
The Island of Dr. Moreau ,9101987.0,2035.0
The Italian Job ,19457944.0,2633.0
The Jackal ,15164595.0,2193.0
The Jacket ,2723682.0,1331.0
The Judge ,46590889.0,3003.0
The Jungle Book 2 ,14109797.0,2808.0
The Juror ,,
The Kid ,12687726.0,2167.0
The Killer Inside Me ,19248.0,4.0
The King's Speech ,355450.0,4.0
The Kingdom ,17135055.0,2793.0
The Kite Runner ,471713.0,35.0
The Ladies Man ,5426390.0,2022.0
The Ladykillers ,12634563.0,1583.0
The Lake House ,13616196.0,2645.0
The Last Airbender ,51804232.0,3169.0
The Last Castle ,7088213.0,2262.0
The Last Days on Mars ,4608.0,3.0
The Last Godfather ,101921.0,58.0
The Last Legion ,2746312.0,2002.0
The Last Samurai ,24271354.0,2908.0
The Last Shot ,164801.0,35.0
The Last Song ,16007426.0,2673.0
The Last Stand ,6281433.0,2913.0
The Last Station ,94093.0,3.0
The Last Witch Hunter ,10812861.0,3082.0
The League of Extraordinary Gentlemen ,23075892.0,3002.0
The Legend of Bagger Vance ,11516712.0,2061.0
The Legend of Hercules ,8600000.0,2104.0
The Legend of Zorro ,16328506.0,3520.0
The Lego Movie ,69050279.0,3775.0
The Libertine ,2202799.0,815.0
The Life Aquatic with Steve Zissou ,113085.0,2.0
The Life Before Her Eyes ,20220.0,8.0
The Life of David Gale ,7117225.0,2002.0
The Lincoln Lawyer ,13206453.0,2707.0
The Little Prince ,28140.0,45.0
The Little Vampire ,5719627.0,2009.0
The Lizzie McGuire Movie ,17338755.0,2825.0
The Lone Ranger ,29210849.0,3904.0
The Long Kiss Goodnight ,9065363.0,2247.0
The Longest Ride ,13019686.0,3366.0
The Longest Yard ,58613245.0,3634.0
The Longshots ,4080687.0,2089.0
The Lord of the Rings: The Fellowship of the Ring ,66114741.0,3359.0
The Lord of the Rings: The Return of the King ,72629713.0,3703.0
The Lord of the Rings: The Two Towers ,727645.0,126.0
The Losers ,9406348.0,2936.0
The Lost World: Jurassic Park ,90161880.0,3281.0
The Love Guru ,13907130.0,3012.0
The Lovely Bones ,116616.0,3.0
The Lucky Ones ,183088.0,425.0
The Lucky One ,22518358.0,3155.0
The Majestic ,7366207.0,2361.0
The Man from U.N.C.L.E. ,13535000.0,3638.0
The Man in the Iron Mask ,17271450.0,3101.0
The Man Who Knew Too Little ,4604819.0,2036.0
The Man with the Iron Fists ,7910980.0,1868.0
The Manchurian Candidate ,20018620.0,2867.0
The Man ,4065014.0,2040.0
The Martian ,54308575.0,3831.0
The Mask of Zorro ,22525855.0,2515.0
The Master of Disguise ,12554650.0,2565.0
The Master ,736311.0,5.0
The Matrix Reloaded ,91774413.0,3603.0
The Matrix Revolutions ,48475154.0,3502.0
The Matrix ,27788331.0,2849.0
The Maze Runner ,32512804.0,3604.0
The Mechanic ,11422006.0,2703.0
The Medallion ,8111324.0,2648.0
The Men Who Stare at Goats ,12706654.0,2443.0
The Merchant of Venice ,69868.0,4.0
The Messenger: The Story of Joan of Arc ,6360968.0,2147.0
The Mexican ,20108829.0,2951.0
The Midnight Meat Train ,34394.0,102.0
The Mirror Has Two Faces ,12210868.0,2489.0
The Monuments Men ,22700000.0,3083.0
The Mortal Instruments: City of Bones ,9336957.0,3118.0
The Mothman Prophecies ,11208851.0,2331.0
The Mummy Returns ,68139035.0,3401.0
The Mummy: Tomb of the Dragon Emperor ,40457770.0,3760.0
The Muppets ,29239026.0,3440.0
The Musketeer ,10312740.0,2438.0
The Nativity Story ,7849304.0,3083.0
The Negotiator ,10218831.0,2436.0
The New Guy ,9007833.0,2687.0
The New World ,57000.0,3.0
The Newton Boys ,4010245.0,1965.0
The Next Best Thing ,5870387.0,2007.0
The Next Three Days ,6542779.0,2564.0
The Ninth Gate ,6622518.0,1586.0
The Notebook ,13464745.0,2303.0
The November Man ,7660000.0,2776.0
The Number 23 ,14602867.0,2759.0
The Nut Job ,20550000.0,3427.0
The Nutcracker in 3D ,65894.0,45.0
The Nutty Professor ,25400000.0,2115.0
The Object of My Affection ,9725855.0,1890.0
The Odd Life of Timothy Green ,10822903.0,2598.0
The One ,19112404.0,2894.0
The Oogieloves in the Big Balloon Adventure ,443901.0,2160.0
The Other Boleyn Girl ,8203061.0,1166.0
The Other Guys ,35543162.0,3651.0
The Other Woman ,24763752.0,3205.0
The Others ,14089952.0,1678.0
The Out-of-Towners ,8224215.0,2102.0
The Pacifier ,30552694.0,3131.0
The Painted Veil ,71814.0,
The Passion of the Christ ,83848082.0,3043.0
The Patriot ,22413710.0,3061.0
The Peacemaker ,12311939.0,2362.0
The Peanuts Movie ,44213073.0,3897.0
The Perfect Game ,207329.0,218.0
The Perfect Storm ,41325042.0,3407.0
The Perks of Being a Wallflower ,228359.0,4.0
The Phantom of the Opera ,4001890.0,622.0
The Pianist ,2456117.0,773.0
The Pink Panther ,20220412.0,3477.0
The Pirates Who Don't Do Anything: A VeggieTales Movie ,4251320.0,1337.0
The Place Beyond the Pines ,279457.0,4.0
The Pledge ,5765347.0,1275.0
The Polar Express ,40428.0,11.0
The Postman ,5260324.0,2207.0
The Prestige ,14801808.0,2281.0
The Prince and Me ,9406378.0,2682.0
The Prince of Egypt ,14524321.0,3118.0
The Princess and the Frog ,786190.0,2.0
The Princess Diaries 2: Royal Engagement ,22956453.0,3472.0
The Princess Diaries ,22862269.0,2537.0
The Proposal ,33627598.0,3056.0
The Proposition ,62723.0,15.0
The Punisher ,13834527.0,2649.0
The Pursuit of Happyness ,26541709.0,2852.0
The Queen ,122014.0,3.0
The Quiet American ,63574.0,7.0
The Rage: Carrie 2 ,7065123.0,2286.0
The Railway Man ,61845.0,4.0
The Rainmaker ,10626507.0,2317.0
The Raven ,7289642.0,2203.0
The Reader ,2380376.0,1.0
The Relic ,9064143.0,2095.0
The Replacement Killers ,8046553.0,1936.0
The Replacements ,11039214.0,2754.0
The Return ,19795.0,3.0
The Revenant ,38000000.0,3375.0
The Ring Two ,35065237.0,3332.0
The Rite ,14789393.0,2985.0
The Road to El Dorado ,12846652.0,3218.0
The Road ,56692.0,50.0
The Rocker ,2636048.0,2784.0
The Rock ,2601000.0,
The Rookie ,16021684.0,2511.0
The Roommate ,15002635.0,2534.0
The Royal Tenenbaums ,276981.0,5.0
The Rugrats Movie ,27321470.0,2782.0
The Ruins ,8003241.0,2812.0
The Rundown ,18533765.0,3152.0
The Saint ,16278873.0,2307.0
The Salton Sea ,166309.0,15.0
The Santa Clause 2 ,29008696.0,3350.0
The Scorch Trials ,30316510.0,3791.0
The Scorpion King ,36075875.0,3444.0
The Secret Life of Bees ,10527799.0,1591.0
The Secret Life of Pets ,104352905.0,4370.0
The Secret Life of Walter Mitty ,13000000.0,2909.0
The Sentinel ,14367854.0,2822.0
The Shaggy Dog ,16310058.0,3501.0
The Shallows ,16800868.0,2962.0
The Shipping News ,318502.0,186.0
The Siege ,13931285.0,2541.0
The Simpsons Movie ,74036787.0,3922.0
The Sisterhood of the Traveling Pants 2 ,10678430.0,2707.0
The Sisterhood of the Traveling Pants ,9833340.0,2583.0
The Sitter ,9851435.0,2750.0
The Sixth Sense ,26681262.0,2161.0
The Skeleton Key ,16057945.0,2771.0
The Skulls ,11034885.0,2412.0
The Smurfs 2 ,17548389.0,3866.0
The Smurfs ,35611637.0,3395.0
The Soloist ,9716458.0,2024.0
The Son of No One ,18015.0,11.0
The Sorcerer's Apprentice ,17619622.0,3504.0
The Spanish Prisoner ,124011.0,7.0
The Spiderwick Chronicles ,24740537.0,3847.0
The Spirit ,6463278.0,2509.0
The SpongeBob Movie: Sponge Out of Water ,55365012.0,3641.0
The SpongeBob SquarePants Movie ,32018216.0,3212.0
The Spy Next Door ,12877043.0,2924.0
The Statement ,37220.0,7.0
The Stepfather ,11581586.0,2734.0
The Stepford Wives ,21406781.0,3057.0
The Story of Us ,9673080.0,2164.0
The Sum of All Fears ,31178526.0,3183.0
The Sweetest Thing ,9430667.0,2670.0
The Tailor of Panama ,1837068.0,199.0
The Taking of Pelham 1 2 3 ,23373102.0,3.0
The Tale of Despereaux ,10103675.0,2758.0
The Talented Mr. Ripley ,12738237.0,2307.0
The Tempest ,42436.0,5.0
The Terminal ,19053199.0,2811.0
The Texas Chainsaw Massacre: The Beginning ,18508228.0,2820.0
The Theory of Everything ,208763.0,5.0
The Thin Red Line ,11362226.0,1528.0
The Thirteenth Floor ,4278452.0,1815.0
The Thomas Crown Affair ,14600719.0,2427.0
The Three Musketeers ,8674452.0,3017.0
The Three Stooges ,17010125.0,3477.0
The Tigger Movie ,9427532.0,2723.0
The Time Machine ,22610437.0,2944.0
The Time Traveler's Wife ,18623171.0,2988.0
The Tooth Fairy ,,
The Town ,23808032.0,2861.0
The Transporter Refueled ,7130000.0,3434.0
The Tree of Life ,493788.0,4.0
The Truman Show ,31542121.0,2315.0
The Tuxedo ,15051028.0,3022.0
The Twilight Saga: Eclipse ,83637242.0,4468.0
The Twilight Saga: New Moon ,142839137.0,4.0
The Ugly Truth ,27605576.0,2882.0
The Unborn ,19810585.0,2357.0
The Upside of Anger ,211559.0,9.0
The Vatican Tapes ,321464.0,427.0
The Village ,50746142.0,3730.0
The Visual Bible: The Gospel of John ,98363.0,14.0
The Vow ,41202458.0,2958.0
The Walk ,1560299.0,448.0
The Warlords ,10073.0,3.0
The Warrior's Way ,3048665.0,1622.0
The Watch ,12750297.0,3168.0
The Water Diviner ,1220335.0,320.0
The Waterboy ,39414071.0,2664.0
The Weather Man ,4248465.0,1510.0
The Wedding Planner ,13510293.0,2785.0
The White Countess ,67712.0,10.0
The Whole Nine Yards ,15915676.0,2910.0
The Whole Ten Yards ,6685381.0,2654.0
The Widow of Saint-Pierre ,31702.0,1.0
The Wild Thornberrys Movie ,6013847.0,3012.0
The Wolf of Wall Street ,18361578.0,2557.0
The Wolfman ,35555065.0,3222.0
The Wolverine ,53113752.0,3924.0
The Woman in Black ,20874072.0,2855.0
The Women ,10115121.0,2962.0
The World Is Not Enough ,35519007.0,3163.0
The World's End ,8790237.0,1551.0
The World's Fastest Indian ,400782.0,114.0
The Yards ,57339.0,8.0
The Yellow Handkerchief ,37296.0,7.0
The Young and Prodigious T.S. Spivet ,33658.0,100.0
The Young Messiah ,3294876.0,1761.0
The Young Victoria ,160069.0,20.0
There Be Dragons ,705537.0,259.0
There Will Be Blood ,302845.0,2.0
There's Something About Mary ,13740644.0,2186.0
